Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District
ST.GEORGE FOODS,"2PX7+7GC, Puthoor, Kerala 691507, India",Kerala,691507,387264,219424,188760,189414,236388,124380,48398,0,0,Kottarakkara,Kollam
ST.GREGORIOS CASHEW INDUSTRIES,"2PQ6+2JG, Thekkumpuram Puthoor PO Kottarakara, Puthoor, Kerala 691507, India",Kerala,691507,1132266,924312,1139667,1062854,1179314,1094862,933586,1098932,1065459,Kottarakkara,Kollam
ST.JOSEPH'S PRESS,"415, Cotton Hill Rd, Cotton Hill, Vazhuthacaud, Thiruvananthapuram, Kerala 695014, India",Kerala,695014,225,0,0,0,0,0,340,1125,0,Thiruvananthapuram,Thiruvananthapuram
ST.MARY'S CASHEW FACTORY,"St.Mary's Cashew Factory, Kottarakkara Sasthamcotta Rd, Puthoor, Kerala 691507, India",Kerala,691507,3227620,2692738,2719705,3031614,3788060,3184655,2794514,2818088,3070959,Kottarakkara,Kollam
ST.MARYS RUBBERS P.LTD.,"2X3J+7GF, Kollam - Tenkasi Rd, Edamon Sathram, Edamon, Kerala 691307, India",Kerala,691307,301475,593485,3836424,794482,660049,1326442,2104027,2322315,2967456,Pathanapuram,Kollam
ST.MIKHAEL CASHEW EXPORTS,"WP95+FRF, Nallila Rd, Puliyila, Kerala 691515, India",Kerala,691515,15876,0,31752,15000,0,0,0,0,0,Kollam,Kollam
STANDARD CURLED COIR,"sf 254, main road ,kovilpalayam post, Mettupalayam, Kovilpalayam, Tamil Nadu 642110, India",Tamil Nadu,642110,40000,1021200,1309850,1459700,313400,0,625790,113500,0,Pollachi,Coimbatore
STANES AMALGAMATED ESTATES LTD.,"C/o T.Stanes & Company Limited, 1625, Trichy Rd, Mamarath Thottom Ganapathy, Race Course, Coimbatore, Tamil Nadu 641018, India",Tamil Nadu,641018,1900,1520,0,0,0,0,0,19700,15658,Coimbatore South,Coimbatore
STANFAB APPARELS,"14, East, Anna Nagar W Ext Rd, Mogappair Industrial Estate, Padi Pudur Nagar, Anna Nagar West, Mogappair East, Chennai, Tamil Nadu 600037, India",Tamil Nadu,600037,2069,72,3691,0,898,10861,13089,28112,17647,Ambattur,Tiruvallur
STARFISH EXPORTS,"Ancy Nagar, South Kollamcode, Pozhiyoor, Kerala 695513, India",Kerala,695513,887339,878070,636356,484000,208810,249040,28000,0,0,Neyyattinkara,Thiruvananthapuram
STARLINE ENTERPRISES,"Krithika, Sri Sai Building, Industrial Est Rd, Seerapalayam, Tamil Nadu 641105, India",Tamil Nadu,641105,139294,108290,162637,93363,124152,107582,50584,50822,50188,Coimbatore South,Coimbatore
STOWA GARMENTS,"1/563-H srinivasa nagar kallangadu 1 st street, Velliangadu, Thennampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,79391,47173,58466,72016,45457,56602,58486,20125,71379,Tiruppur,Coimbatore
SUDAR APPARELS,"No 32, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,2969,6531,0,0,0,0,0,0,0,Tiruppur,Coimbatore
SUDHAMA HOSIERIES,"No-5, Sixty Feet Road, Asher Nagar, Tirupur - 641603, Avinashi - Tiruppur Rd, Asher Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,2554,1766,60483,102818,120765,109199,18925,127376,101452,Tiruppur,Coimbatore
SUITMAN GARMENTS,"383G+HXF, Kairali Nagar, South Kalamassery, HMT Kalamassery, Kochi, Kerala 682022, India",Kerala,682022,750,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam
SUKAS PAPER PRODUCTS,"2, Mullurkara, Kerala 680590, India",Kerala,680590,19759,37157,6063,0,0,0,0,0,0,Talappilly,Thrissur
SULOCHANA COTTON MILLS,"3WQQ+FG7, NH-67, NGGO Colony, Thudiyalur, Tamil Nadu 641022, India",Tamil Nadu,641022,217794,376295,34191,48273,96817,312561,370579,23959,57317,Coimbatore North,Coimbatore
SUMANGALI FABRICS,"RCVC+2G4, po, Thottada, Kerala 670007, India",Kerala,670007,731,1992,6009,303,0,0,0,0,0,Kannur,Kannur
SUN BIO NATURALS(I)P.LTD.,"Super A7, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032, India",Tamil Nadu,600032,11270,67850,126875,0,0,0,17340,0,406,Chennai City Corporation,Chennai
SUNKO SPICES,"J527+X27, Unnamed Road, Anjur, Kerala 680601, India",Kerala,680601,33180,410595,818525,596214,591229,775328,613710,980664,991354,Talappilly,Thrissur
SUNRICE TRADERS,"Pandit Karuppan Rd, Mattummal Junction, Mattummal, Thevara, Kochi, Kerala 682013, India",Kerala,682013,24000,24000,121189,165500,106901,249922,193506,149773,145551,Ernakulam,Ernakulam
SUNRISE KNITTING MILLS,"D1 & D2, Nethaji Apparel Park, Eettiveerampalayam, New, Sirupooluvapatti, Khaderpet, Rayapuram, Tiruppur, Tamil Nadu 641666, India",Tamil Nadu,641666,37708,27478,21071,75640,21566,18471,18658,68004,39780,Tirupur,Coimbatore
SUPER COCO COMPANY,"J4FH+H6X, Kundalapatti Erisanampatti Rd, Kedimedu, Tamil Nadu 642107, India",Tamil Nadu,642107,24175,313830,74880,0,0,0,147399,156698,0,Udamalpet,Coimbatore
SUPER SPINNING MILLS LTD.,"Elgi Towers, Green Fields, 737 D, Puliakulam Rd, Dhamu Nagar, Coimbatore, Tamil Nadu 641045, India",Tamil Nadu,641045,840806,671459,734230,175415,0,0,0,0,0,Coimbatore South,Coimbatore
SUPERIOR MAT HOUSE,"5FF3+V99, Mekalady, Kalady, Kerala 683574, India",Kerala,683574,172,0,0,0,0,0,0,0,0,Aluva,Ernakulam
SUREKHA EXPORTS,"3rd Floor, Emerald Mall, Mavoor Rd, Arayidathupalam, Kozhikode, Kerala 673001, India",Kerala,673001,15895,27809,36175,36125,24400,12000,24800,46399,24800,Kozhikode,Kozhikode
SWARAJ FASHIONS,"S.F.No.341, Thilagar Nagar west, Anupparpalayam,, 15.Velampalayam,, Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",Tamil Nadu,641652,4714,3995,94780,191046,0,0,0,0,2286,Tiruppur,Coimbatore
SWARNA KALEESWARA KNITTING,"26, Harvey Rd, PSS Colony, Sidco Industrial Estate, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,3401,6446,0,0,0,0,0,0,0,Tiruppur,Coimbatore
SWATHIKA TEXTILE MILLS P.LTD.,"# 33/16 3 rd Street, Padmavathi Puram , Gandhi Nagar, Jain Nagar, Chromepet, Tirupur, Chennai, Tamil Nadu 641603, India",Tamil Nadu,641603,2725,4127,0,0,0,0,0,0,0,Tiruppur,Coimbatore
SYDA POLYLAMINATES,"3rd Floor, Syda Building,Kochi, Kaloor - Kadavanthara Rd, Kaloor, Ernakulam, Kochi, Kerala 682017, India",Kerala,682017,1280,0,0,141,0,0,0,0,0,Ernakulam,Ernakulam
SYDNEY APPARELS,"Sirupooluvapatti, Tiruppur, Tamil Nadu 641687, India",Tamil Nadu,641687,6235,91129,56562,0,4648,13165,637,0,0,Tiruppur,Coimbatore
SYMPHONY EXPORTS,"38WW+JFF, Kamatchi Amman, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,6000,0,0,0,0,3000,0,0,0,Tiruppur,Coimbatore
SYNTHESIS HOME TEXTILES P.LTD.,"69 - 74, Salem Bypass Rd, SIDCO Industrial Estate, Karur, Tamil Nadu 639006, India",Tamil Nadu,639006,33842,140140,64493,0,0,0,0,0,3606,Karur,Karur
T.G.POLYMERS&COMPANY,"Aryakara, Muhamma, Kerala 688525, India",Kerala,688525,9900,0,3250,3425,4224,0,5100,0,11641,Cherthala,Alappuzha
T.J.P. RUBBER INDUSTRIES,"Industrial Development Plot, PO, Poovanthuruthu, Kottayam, Kerala 686012, India",Kerala,686012,253906,383388,552797,365326,600016,417102,556372,341077,791383,Kottayam,Kottayam
T.J.P.EXPORTS,"ID Plot, Poovanthuruthu, Kottayam, Kerala 686012, India",Kerala,686012,25312,0,128097,154659,252144,232215,128067,209894,170752,Kottayam,Kottayam
T.K.MACHINERIES,"Ollur, Thrissur, Kerala 680014, India",Kerala,680014,2030,2325,10759,450,3850,400,5100,6550,3170,Thrissur,Thrissur
T.V.J MARKETING,"FIRST FLOOR, TVJ ESTATE, 1516E NHG LANE, LPS Rd, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",Kerala,682019,712,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam
TAG CHEMICALS INDIA PVT LTD.,"Kinfra Biotechnology And Industrial Zone, Medical College - NAD Road, HMT Colony, North Kalamassery, Kalamassery, Kalamassery, Kochi, Kochi, Kerala 683503, India",Kerala,683503,9045,6983,30542,13025,44829,25315,27410,18390,14304,Kanayannur,Ernakulam
TAJ COIR MILLS,"Thalavady Rd, Thalavady, Aikyabharatham, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,307766,829096,513278,586945,1078464,1153519,1955028,1424013,751116,Ambalapuzha,Alappuzha
TAJ PLYWOODS,"3GHV+626, Methala, Rayamangalam, Kerala 683545, India",Kerala,683545,129880,0,0,0,0,0,0,0,0,Kunnathunad,Ernakulam
TALASH PLASTOPACKS,"Swaraj Plywood Road, Pappinisseri, Kerala 670561, India",Kerala,670561,3393,21033,4132,9640,9087,0,0,0,4350,Kannur,Kannur
TAMILNADU NEWSPRINT & PAPERS LTD.,"Tamil Nadu, India",Tamil Nadu,688534,8636864,22539379,28722169,26076051,26198011,20965251,39244921,18055354,15740204,Cherthla,Alappuzha
TASTY NUT INDUSTRIES,"KP Road, WJ5C+95H, Kilikolloor, Mangad, Kollam, Kerala 691004, India",Kerala,691004,1775611,1749974,2172295,2026583,2042224,2318345,1833086,849364,33999,Kollam,Kollam
TAURUS RUBBER INDUSTRIES,"HG2G+QPW, Unnamed Road, Poovanthuruthu, Kerala 686012, India",Kerala,686012,280,280,0,0,0,220,430,1395,1435,Kottayam,Kottayam
TEA BREAK INTERNATIONAL,"X759+6R8, Willingdon Island, Kochi, Kerala 682003, India",Kerala,682003,3710,0,0,0,0,0,0,0,0,Kochi,Ernakulam
TEAM SPORT CLOTHINGS,"Erukkadu Thottam, Nochipalayam Road, Veerapandi, 383W+WJ2, Veerapandi, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,55049,60443,21951,0,58123,32992,7206,27001,21455,Kangayam,Erode
TECHNO EXPORTS,"Pattanakad, P.O, Cherthala, Pattanakkad, Kerala 688531, India",Kerala,688531,3692047,5397167,4814087,5875746,5177574,4538721,4690267,1553437,3898220,Cherthala,Alappuzha
TECHNOFLEX RUBBER PRODUCTS,"59RJ+3WP, Unnamed Road, Angamaly, Kerala 683572, India",Kerala,683572,131407,182779,427479,190173,340529,522543,379317,626531,598547,Paravur,Ernakulam
TECMO INDUSTRIES,"2, 200 Karayampalayam, GEM Nagar, Mylampatti, Tamil Nadu 641062, India",Tamil Nadu,641062,23336,4716,0,30590,0,0,0,0,0,Coimbatore South,Coimbatore
TEREX INDIA PVT.LTD,"E-18, Phase II, Sipcot Expansion II, Moranapalli, Sipcot Phase II Industrial Complex, Sipcot Ph 2, Hosur, Moranapalli, Tamil Nadu 635109, India",Tamil Nadu,635109,37200,0,0,0,0,0,150599,0,0,Hosur,Krishnagiri
TEX INDIA APPARELS,"S.F.NO135/5 JEEVA NAGAR, Murugampalayam Rd, Kamachiamman Nagar, Iduvampalayam, Tiruppur, Murugampalayam, Tamil Nadu 641687, India",Tamil Nadu,641687,5282,8307,5361,2660,886,0,13741,1331,0,Tiruppur,Coimbatore
TEXCITY APPARELS,"post, S.F.403, Aathupalayam Main Rd, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,2537,0,0,0,0,0,0,10529,0,Tiruppur,Coimbatore
TEXCO APPARELS,"AVP Rd, Periyar Colony, Anupparpalayam Pudur, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,430,0,0,0,0,0,0,10079,28123,Tiruppur,Coimbatore
THAHIRA CHEMICALS,"V7QW+9J8, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,29840,213260,138990,153895,0,0,0,0,0,Cherthla,Alappuzha
THANGAMMAN FASHIONS,"No-5/3, Prabhu Nagar, Rakkiyapalayam Pirivu Kangayam Road, Nallur, S I D C O, S I D C O, Cheran Nagar, Valliammai Nagar, Tiruppur, Tamil Nadu 641606, India",Tamil Nadu,641606,13312,21164,25559,46666,10135,6307,21624,41223,72615,Tiruppur,Coimbatore
THANKS GARMENTS,"2, Bridgeway Colony Extension, Main Road, Main Road, KPN Colony, Valipalayam, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,5688,4587,7600,0,0,0,0,0,0,Tirupur,Coimbatore
THIASHOLA PLANTATIONS P.LTD.,"Thaishola, Tamil Nadu 643209, India",Tamil Nadu,643209,260560,259064,164460,130301,107019,111250,93310,83522,38049,Kundah,Nilgiris
THREE STAR MARINE EXPORTS,"R8P3+PJM Aroor gram panchayat, Chandiroor, Kochi, Kerala 688534, India",Kerala,688534,574480,975208,607800,907605,772600,597462,1182754,2111904,1402964,Cherthla,Alappuzha
TIMELESS TEXTILES TRADERS,"X11, Bld, 510, Poyyoor Road, Mayyil, Kerala 670602, India",Kerala,670602,787,464,3287,397,209,311,0,0,0,Taliparamba,Kannur
TIRUPUR PANDIT HOSIERY MILLS,"S.F. No. 647-B, Cherangadu, K.N.P. Colony Post, Dharapuram Main Rd, Thillai Nagar, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,52065,318951,267811,186304,184522,225061,67441,67306,136417,Thillai Nagar,Tiruppur
TOM KNITTERS,"39M4+HW3, 60 Feet Rd, Gopal Nagar, Velliangadu, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,8805,5117,0,0,0,8967,31825,62438,8475,Kangayam,Erode
TONY WOOD INDUSTRIES,"Kaviyoor, Kerala 689582, India",Kerala,689582,25926,29660,49887,41277,63827,73632,64337,63245,42970,Thiruvalla,Pathanamthitta
TRANQUIL CASTLES HOTELS & RESPORTS,"2nd Floor, Cherupushpam Building, Near ICICI Bank, Opp M. G. Road, Shipyard Quarters Road, Cheriyakadavanthra, Atlantis, Ravipuram, Panampilly Nagar, Kochi, Kerala 682015, India",Kerala,682015,425,0,450,0,920,1385,3494,3420,2270,Ernakulam,Ernakulam
TRAVANCORE COCOTUFT P.LTD.,"Coir Park, Thiruvizha North Road, Mayithara, Cherthala, Cherthala South, Kerala 688539, India",Kerala,688539,6250051,5898398,7673256,8978701,8222807,7210501,9768512,7390829,6899830,Cherthala,Alappuzha
TRENDZ FURNITURE WORLD,"327G+XWF, Oorakam, Kerala 676519, India",Kerala,676519,3129,0,0,0,0,0,0,0,0,Ernad,Malappuram
TRIBHUVAN APPARELS PVT LTD,"454/1F1 AVINASHILINGAMPALAM ROAD, VILLAGE, Palangarai, Avinashilingampalayam, Avinashi, Tamil Nadu 641654, India",Tamil Nadu,641654,183395,88696,156591,123448,136137,77667,131652,173125,186735,Avinashi,Coimbatore
TUFCKO INTERNATI0NAL,"HQCR+3V5, Kanjirappally, Kerala 686507, India",Kerala,686507,1689760,1792415,1794385,1508383,1813848,1513204,2412491,2131882,3705082,Kanjirappally,Kottayam
TUSCANY KERALA GARMENTS P.LTD.,"Kerala, India",Kerala,686012,6279,0,0,0,0,0,0,0,0,Kottayam,Kottayam
U.K. TEXTILES,"199(E), Sf-448, A B Nagar, Main Road, Sivakami Nagar, 15, Lakshmi Theatre Road, EB Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,30662,53000,35756,49021,69560,29431,18181,8939,28230,Tiruppur,Coimbatore
UNI GREEN CONDIMENTS,"WHHV+XV8, Neeravil, Kerala 691601, India",Kerala,691601,2362360,2535191,1837124,0,0,0,0,0,0,Kollam,Kollam
UNIGUL TRADERS,"TC 12/133 PUSHPA VIHAR, Plamoodu - Thekkamoodu Rd, Plamoodu Thekkumoodu Residents Association, Pattom, Thiruvananthapuram, Kerala 695004, India",Kerala,695004,904,900,1193,0,0,7750,0,0,0,Trivandrum,Thiruvananthapuram
UNIROYAL MARINE EXPORTS LTD.,"Vengalam, National Highway 17, Kunnathkara, Chemancheri, Kerala 673303, India",Kerala,673303,808755,994582,1042697,903578,1074271,816602,748459,517656,425680,Kozhikode,Kozhikode
UNISOURCE TREND INDIA,"38RP+XC5, K V R Nagar, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,233742,349942,419547,806375,1020671,506834,469274,377272,525929,Tiruppur,Coimbatore
UNITED COIR FACTORIES,"A.S Road, Kommady, Alappuzha, Aryad South, Kerala 688007, India",Kerala,688007,2085608,2524282,2756071,3427047,3855425,3175198,5718530,4382075,5561369,Ambalapuzh A,Alappuzha
UNITED NILGIRIS TEA ESTATE CO. LTD.,"Nilgiris, Tamil Nadu, India",Tamil Nadu,682024,1586992,1522188,1505972,1675317,789478,319758,894032,1711008,941099,Ernakulam,Ernakulam
UNIVERSAL OLEORESINS,"VIII/946 Navaratna House Jawahar Road, Pandikudi Rd, Pandikudy, Shanthi Nagar Housing Colony, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,73404,41335,51732,87706,108687,124535,131198,155537,165229,Kochi,Ernakulam
USHA RUBBERS,"Plot No 64/C Athani Industrial Development Area Medical College Road, PO, SIDCO Peringandoor Industrial Area Phase I, Peringandoor, Kerala 680581, India",Kerala,680581,23717,24314,79100,63586,32443,70699,142271,41886,111789,Thrissur,Thrissur
UVASHREE GARMENTS,"584G+WGX, Aathuppalayam, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,3935,1832,7189,1261,7533,3200,21052,3535,0,Tiruppur,Coimbatore
V.M. OVERSEAS TRADING COMPANY,"DOOR NO III/53, BEHIND ALL SAINTS BUILDING OPP TO ITI KANJIKODE, Palakkad, Pudussery Central, Kerala 678623, India",Kerala,678623,56000,0,0,0,0,0,0,0,0,Palakkad,Palakkad
V.R.FOUNDRIES,"83, 2nd St, Peelamedu, PKD Nagar, Coimbatore, Tamil Nadu 641004, India",Tamil Nadu,641004,134785,92549,43679,3253,12365,0,0,0,0,Coimbatore South,Coimbatore
V.V.S. AUTOMATIC DOORS,"VVS AUTOMATIC DOORS, Pethanaickenpalayam, 4/206/4, Pongalur, Avinashi, Tamil Nadu 638459, India",Tamil Nadu,638459,7751,0,3350,0,3950,1050,0,0,0,Sathy,Erode
VAISHAK EXPORTS,"V9J4+R8V Anugraha, Chalad, Kannur, Kerala 670014, India",Kerala,670014,14370,5459,5960,0,5227,0,18733,12375,293,Kannur,Kannur
VAJRA RUBBER PRODUCTS LTD.,"Po, Konathukunnu, Thekkumkara, Kerala 680123, India",Kerala,680123,279004,572990,680834,365367,290549,432670,749549,416808,705687,Mukundapuram,Thrissur
VAPSONS EXPORTS,"26, Jawahar St, Gandhi Nagar, Shenoy Nagar, Madurai, Tamil Nadu 625020, India",Tamil Nadu,625020,5636,0,0,0,0,0,0,0,0,Madurai North,Madurai
VASHINI EXPORTS,"House No B-303 Vashini, Shriram Vijaya Hyyde Park, Duraisamy Layout, Coimbatore, Tamil Nadu 641004, India",Tamil Nadu,641004,254,28303,19137,0,31649,0,38550,0,0,Coimbatore South,Coimbatore
VASULAL INTERNATIONAL,"Kadappuram Rd, Chirakkal, Azhikode, Azhikode South, Kerala 670009, India",Kerala,670009,154828,101617,111033,57820,46185,44307,65133,27558,35135,Kannur,Kannur
VASUNDHARALAYAM COIR WORKS,"P.O,Pin-688525, Muhamma, Kerala 688538, India",Kerala,688525,370131,270800,463908,282058,302362,554003,923747,735650,687269,Cherthala,Alappuzha
VEE KAY GARMENTS,"S.F 369, 2, Angeripalayam Main Rd, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,124256,134263,78671,6863,0,0,0,0,0,Tiruppur,Coimbatore
VEE TECH MACHINES,"F6CV+23X, Ollur Industrial Estate, Ollur, Thrissur, Kerala 680306, India",Kerala,680306,2353,11085,3275,7349,5460,0,3255,0,0,Ollur,Thrissur
VEEJAY FINEPLAST,"Veejay Building, No-13-13/6, Mariappan Street, Kattoor, Kattoor, Kattoor Main, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",Tamil Nadu,641009,3300,0,0,0,0,0,0,0,0,Coimbatore South,Coimbatore
VEEKESY FOOTCARE INDIA,"Coimbatore, Tamil Nadu 641032, India",Tamil Nadu,641032,179569,322279,267971,404969,391710,490569,320066,61404,69394,Coimbatore South,Coimbatore
VEERA HOME TEX,"72,Veera Towers, Sengunthapuram Main Road, Sengunthapuram, Karur, Tamil Nadu 639002, India",Tamil Nadu,639002,16903,0,17175,68,0,0,780,0,0,Aravakurichi,Karur
VELAN ENGINEERING,"212 A (Opposite Coimbatore Roller Flour Mills), Sivasakthi Colony, Ganapathy, Coimbatore, Tamil Nadu 641006, India",Tamil Nadu,641006,1400,0,0,0,15750,0,0,0,98,Coimbatore North,Coimbatore
VEMBIL EXPORTS,"47VP+4R7, Kaniyampoondi Road, A.Thirumuruganpoondi, Avinashi, Tamil Nadu 641663, India",Tamil Nadu,641663,6967,0,0,0,0,0,0,0,0,Palladam,Coimbatore
VENUS RUBBERS,"SF No. 333/1, Kalappanaiacken Palayam Pirivu, Thadagam Main Rd, Kalappa Naicken Palayam, Coimbatore, Tamil Nadu 641108, India",Tamil Nadu,641108,2064,0,0,0,0,0,0,0,0,Coimbatore North,Coimbatore
VERONICA MARINE EXPORTS P.LTD.,"Neendakara, Kollam, Kerala 691582, India",Kerala,691582,1444237,1871525,1659382,1420372,1585071,1972619,2774974,2958967,2673956,Karunagapally,Kollam
VESTA ENGINEERS,"5/124-B,Erumathala P.O, Nalamile, Edathala, Aluva, Kerala 683112, India",Kerala,683112,6350,9140,35081,6240,15868,6070,7050,18100,16806,Kunnathunad,Ernakulam
VETTOOR POLYMERS,"Vettoor-cherunniyoor, Kerala, India",Kerala,682024,340849,291821,0,0,0,0,0,0,0,Ernakulam,Ernakulam
VIGASINI FASHION,"No 69, Periya Thottam, Dharapuram Main Rd, Chandrapuram, Pudur Privu, Tiruppur, Tamil Nadu 641604, India",Tamil Nadu,641604,16434,25518,22733,31358,14881,12441,22867,70113,16147,Tiruppur,Coimbatore
VIKAS RUBBERS,"Manarcadu Thengana Road, Thalappady, Kottayam, Kerala 686019, India",Kerala,686019,960682,460386,808130,754738,1116756,1678297,1826594,2098881,1334068,Kottayam,Kottayam
VIMALA WELFARE CENTRE,"41/2797, Chittoor Rd, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",Kerala,682018,279,80,352,0,195,0,0,2873,0,Ernakulam,Ernakulam
VISHNU KNITS,"NO-666/15B, SRI, Guruvayurappan Nagar, AD COLONY NORTH, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",Tamil Nadu,641602,10686,17,0,1234,2072,1388,8262,17173,9346,Tiruppur,Coimbatore
VITTAL AGRO INDUSTRIES,"95WM+799, Thattummal, Bellur, Kerala 671531, India",Kerala,671531,1636755,1775998,1621093,218612,27000,334885,479644,847287,25500,Hosdurg,Kasargod
VIVID FASHIONS,"SF.No. 708/2,Thatchan Thottam, Govt. Hospital back side, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",Tamil Nadu,641608,19066,46967,89336,1358,4200,300,16090,0,0,Chettipalayam,Tiruppur
VYSHAK GARMENTS,"D.No. 259-C & 259-D, Amman Nagar, 3rd Street, Sirupooluvapatti, post, 15, Postal Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,275,833,2719,0,0,1175,0,0,4150,Tiruppur,Coimbatore
WAYANAD SOCIAL SERVICE SOCIETY,"P.B.No.16, Mananthavady, Kerala 670645, India",Kerala,670645,1737030,896289,375589,116823,63579,98940,130422,0,0,Mananthavady,Wayanad
WELBOUND WORLDWIDE P.LTD.,"No 28, Al Colony, 3rd Street, West Mambalam, West Mambalam, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600003, India",Tamil Nadu,600003,720,0,0,0,0,0,0,0,0,Tondiarpet Fort St George,Chennai
WELL KNIT INDUSTRIES,"Door No. 61, 15 Velampalayam Main Road, Opp. Mani's Theatre, Anupparpalayam Post, K Chettipalayam, Tiruppur, Tamil Nadu 641652, India",Tamil Nadu,641652,12278,11406,18425,0,0,10223,0,33251,0,Tiruppur,Coimbatore
WFB BAIRD & CO.(INDIA)P.LTD.,"Plot 45/25, MLA Rd, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,398338,428133,436444,415314,324753,116034,140177,189853,246177,Ernakulam,Ernakulam
WILTON WEAVERS P.LTD.,"Kalavamkodam, Cherthala, Cherthala, Kerala 688536, India",Kerala,688536,122162,166777,177341,142746,213570,252707,641619,798592,510438,Cherthala,Alappuzha
WINSOME KNIT GARMENTS,"Palavanjipalayam Ring Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641605, India",Tamil Nadu,641605,962,1381,86417,16395,0,53542,35803,282233,0,Kangayam,Erode
WINTRACK EXPORTS,"SF.NO:578, D.NO:37, 1st St, Appachi Nagar, Kongu Nagar, Tiruppur, Tamil Nadu 641607, India",Tamil Nadu,641607,39726,0,2659,0,6390,2032,374,2121,1427,Tirupur,Coimbatore
WYNAD EXPORTS,"Pulimoottil Buildings, Kozhencherry, Kerala 689641, India",Kerala,689641,433754,466631,658544,741680,753012,970610,871911,728258,747119,Kozhenchery,Pathanamthitta
YENYESKEY MACHINE TOOLS,"S F, No 362, Thadagam Main Rd, KNG Pudur Pirivu, Coimbatore, Tamil Nadu 641025, India",Tamil Nadu,641025,4200,0,6700,4400,0,0,0,0,0,Coimbatore North,Coimbatore
ZAINULABDIN GARMENTS,"29, Valayangadu Main Rd, Kumar Nagar, Valayankadu South, Kumar Nagar South, M.N.Sivasubramanian Nagar, Tiruppur, Tamil Nadu 641603, India",Tamil Nadu,641603,32674,41765,14224,69494,136246,90176,95595,178564,273473,Tiruppur,Coimbatore
ZALLKAR EXPORTS,"23/575, Kattakayam Rd, Pala, Kerala 686575, India",Kerala,686575,21505,21000,0,0,0,0,0,0,0,Meenachil,Kottayam
ZAMANG EXPORTS,"2nd floor, Space Mall, JafferKhan Colony Rd, Mavoor Road, Arayidathupalam, Kozhikode, Kerala 673004, India",Kerala,673004,2755,0,30421,0,0,0,0,0,0,Arayidathupalam,Kozhikode
ZEBA LAB FURNITURE,"Kinfra Park Kakkanad, Infopark Campus, Kochi, Kakkanad, Kerala 682042, India",Kerala,682042,76875,169975,169748,164344,118944,99585,121395,153467,98304,Kanayannur,Ernakulam
ZEHRA TRADING CO.,"Zehra Trading Co, Jew Town Road, Kappalandimukku, Mattancherry, Kochi, Kerala, Marakkadavu, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,46640,0,0,0,0,0,0,0,0,Kochi,Ernakulam
